addr_1,addr_2,addr_3,addr_4,lon,lat,road_trunk_3km,road_primary_3km,road_secondary_3km,road_tertiary_3km,road_res_uncl_3km,road_bus_stop_3km,road_parking_3km,road_fuel_3km,amenity_gov_3km,amenity_health_3km,amenity_school_3km,amenity_police_3km,amenity_post_3km,amenity_bank_3km,amenity_shop_3km,places_total_3km,buildings_total_3km,road_types_3km,landuse_types_3km,road_trunk_1km,road_primary_1km,road_secondary_1km,road_tertiary_1km,road_res_uncl_1km,road_bus_stop_1km,road_parking_1km,road_fuel_1km,amenity_gov_1km,amenity_health_1km,amenity_school_1km,amenity_police_1km,amenity_post_1km,amenity_bank_1km,amenity_shop_1km,places_total_1km,buildings_total_1km,road_types_1km,landuse_types_1km,node,boundary,u_addr_3,u_addr_4,score_1,score_2,score_3,score_4,score,u_addr_3_avg_score,addr_2_avg_score,addr_1_avg_score
辽宁省,沈阳市,大东区,二台子街道,123.4900374,41.8401326,45,4,47,56,44,16,2,2,0,1,10,0,0,0,1,5,146,6,9,8,0,8,4,6,0,0,1,0,0,0,0,0,0,0,1,3,3,5,6482071673,9599938,沈阳市大东区,沈阳市大东区二台子街道,20.0,30.0,0.0,20.0,70.0,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,津桥街道,123.4686719,41.8080316,63,27,100,97,204,52,7,5,2,6,14,2,0,2,51,14,626,7,11,6,10,16,21,29,3,0,1,2,0,2,1,0,0,11,3,2,3,5,6482071674,9599939,沈阳市大东区,沈阳市大东区津桥街道,20.0,30.0,21.0,20.0,91.0,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,东站街道,123.5118229,41.8360272,25,6,32,44,78,2,1,4,0,0,6,0,0,0,2,4,230,6,12,3,3,16,8,10,0,0,1,0,0,1,0,0,0,0,1,37,2,7,6482071672,9599937,沈阳市大东区,沈阳市大东区东站街道,19.0,30.0,5.0,20.0,74.0,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,长安街道,123.493295,41.7884016,47,12,59,51,178,17,5,3,2,5,10,1,0,3,18,8,315,8,8,0,0,3,8,16,0,0,0,0,0,2,0,0,0,1,1,1,4,4,6482071669,9599934,沈阳市大东区,沈阳市大东区长安街道,20.0,30.0,11.0,20.0,81.0,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,东塔街道,123.4924626,41.8022638,37,12,55,61,156,21,4,3,2,4,9,2,0,2,25,7,208,7,7,7,0,3,8,33,7,3,0,0,2,1,0,0,0,3,1,8,5,5,6482071671,9599936,沈阳市大东区,沈阳市大东区东塔街道,20.0,30.0,18.0,19.0,87.0,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,上园街道,123.4720211,41.8319583,68,18,73,68,96,26,4,5,0,1,6,1,0,0,1,6,102,6,10,10,0,13,6,7,7,2,0,0,0,0,0,0,0,0,1,17,3,4,6482071676,9599941,沈阳市大东区,沈阳市大东区上园街道,20.0,30.0,0.0,19.9,69.9,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,大东区,前进街道,123.5325556,41.8707556,15,9,12,22,7,0,4,5,0,0,3,1,0,0,1,1,29,4,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6482071675,9599940,沈阳市大东区,沈阳市大东区前进街道,16.0,20.0,0.0,8.9,44.9,75.66,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,三台子街道,123.422923,41.8815,28,7,24,46,129,8,21,3,0,6,16,2,1,0,15,4,337,8,12,0,0,6,9,5,0,3,0,0,0,5,0,0,0,0,0,20,2,4,-1,-1,沈阳市皇姑区,沈阳市皇姑区三台子街道,4.0,30.0,5.0,20.0,59.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,黄河街道,123.4128265,41.8231118,43,52,125,126,262,52,8,3,7,9,14,0,2,7,33,9,323,7,14,11,6,11,23,21,4,1,0,0,1,2,0,0,0,7,1,13,4,1,6480934381,9598721,沈阳市皇姑区,沈阳市皇姑区黄河街道,20.0,30.0,21.0,20.0,91.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,华山街道,123.3924204,41.8163528,35,42,92,97,250,35,9,2,2,8,15,1,3,7,69,9,372,7,13,3,0,5,14,26,0,0,0,0,0,2,0,0,0,0,1,7,5,4,6480934382,9598722,沈阳市皇姑区,沈阳市皇姑区华山街道,20.0,30.0,10.0,20.0,80.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,明廉街道,123.3589519,41.8279411,30,19,66,87,91,14,4,2,1,2,14,0,0,2,18,4,182,7,10,0,4,16,11,14,4,0,0,0,0,1,0,0,0,0,1,1,2,5,6480934485,9598724,沈阳市皇姑区,沈阳市皇姑区明廉街道,19.0,30.0,10.0,20.0,79.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,新乐街道,123.4118345,41.8328265,51,42,67,126,184,40,8,1,5,9,9,0,2,7,22,9,184,7,15,17,16,20,3,30,8,2,0,2,1,2,0,1,1,11,1,34,4,5,6480934491,9598730,沈阳市皇姑区,沈阳市皇姑区新乐街道,20.0,30.0,25.0,20.0,95.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,舍利塔街道,123.3735731,41.838,34,19,67,69,117,13,2,0,0,3,11,0,1,1,8,3,112,6,9,0,0,6,6,33,1,0,0,0,0,1,0,0,0,0,1,2,4,4,6480934488,9598727,沈阳市皇姑区,沈阳市皇姑区舍利塔街道,18.0,28.0,5.0,19.4,70.4,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,北塔街道,123.4263569,41.8238605,61,56,103,131,248,62,11,3,6,10,14,0,2,6,35,10,410,8,15,14,19,10,51,30,11,2,1,3,3,0,0,0,1,3,2,4,3,6,6480934383,9598720,沈阳市皇姑区,沈阳市皇姑区北塔街道,20.0,30.0,15.0,20.0,85.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,陵东街道,123.4466949,41.8738865,17,8,22,55,91,7,22,2,0,1,11,0,0,0,2,1,137,6,10,0,4,0,0,10,0,1,0,0,0,0,0,0,0,0,1,8,3,3,6480934384,17720125,沈阳市皇姑区,沈阳市皇姑区陵东街道,16.0,30.0,0.0,20.0,66.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,鸭绿江街道,123.431463,41.892598,16,12,30,41,102,8,11,3,0,2,13,0,1,0,18,2,291,8,13,0,0,8,10,4,0,1,0,0,0,1,0,0,0,0,0,4,3,4,-1,-1,沈阳市皇姑区,沈阳市皇姑区鸭绿江街道,2.0,30.0,5.0,20.0,57.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,皇姑区,四台子街道,123.3988727,41.8995487,20,5,27,60,221,11,1,2,0,2,17,0,1,0,23,1,338,8,12,12,0,7,11,35,3,0,0,0,0,4,0,0,0,6,1,57,5,7,6480934487,9598726,沈阳市皇姑区,沈阳市皇姑区四台子街道,16.0,30.0,11.0,20.0,77.0,75.94,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,昆明湖街道,123.2883893,41.7675169,66,19,30,24,85,18,0,11,1,0,10,0,0,0,6,3,82,7,9,2,3,5,9,6,3,0,3,0,0,2,0,0,0,1,1,1,3,6,6473084085,9588399,沈阳市铁西区,沈阳市铁西区昆明湖街道,18.0,28.0,11.0,16.3,73.3,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,工人村街道,123.3226725,41.7838263,77,36,39,92,95,19,1,8,1,3,12,1,0,0,13,10,117,6,10,23,4,4,13,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,6473082282,9588396,沈阳市铁西区,沈阳市铁西区工人村街道,20.0,30.0,6.0,19.700000000000003,75.7,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,启工街道,123.3295782,41.8198861,46,22,42,70,75,13,4,2,1,2,14,1,0,1,12,6,189,7,11,10,0,1,5,10,0,0,1,1,1,3,0,0,0,0,1,3,3,7,6473084087,9588401,沈阳市铁西区,沈阳市铁西区启工街道,20.0,30.0,15.0,20.0,85.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,笃工街道,123.3620392,41.8085839,11,25,89,101,79,32,4,1,2,3,17,2,0,2,40,9,356,7,11,3,4,7,8,1,0,4,1,1,0,1,0,0,1,16,1,81,4,7,6473082281,9588395,沈阳市铁西区,沈阳市铁西区笃工街道,20.0,30.0,18.0,20.0,88.0,70.12142857142858,46.7585635359116,39.88470675575353
辽宁省,沈阳市,铁西区,兴华街道,123.3546557,41.7817094,34,36,50,139,138,26,1,4,2,3,14,2,0,1,24,9,384,8,10,0,4,3,24,13,2,0,1,0,0,3,0,0,0,1,1,98,2,3,6473084091,9588405,沈阳市铁西区,沈阳市铁西区兴华街道,20.0,30.0,11.0,20.0,81.0,70.12142857142858,46.7585635359116,39.88470675575353
